destinacija,datum,druzba,letalo,cas 
Suceava,"(16, 1, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(17, 1, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(18, 1, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(19, 1, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(19, 1, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(20, 1, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(21, 1, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(22, 1, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(23, 1, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(23, 1, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(24, 1, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(25, 1, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(26, 1, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(26, 1, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(27, 1, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(28, 1, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(29, 1, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(30, 1, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(30, 1, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(31, 1, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(1, 2, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(2, 2, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(2, 2, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(3, 2, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(4, 2, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(5, 2, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(6, 2, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(6, 2, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(7, 2, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(8, 2, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(9, 2, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(9, 2, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(10, 2, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(11, 2, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(12, 2, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(13, 2, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(13, 2, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(14, 2, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(15, 2, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(16, 2, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(16, 2, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(17, 2, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(18, 2, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(19, 2, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(20, 2, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(20, 2, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(21, 2, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(22, 2, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(23, 2, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(23, 2, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(24, 2, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(25, 2, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(26, 2, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(27, 2, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(27, 2, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(28, 2, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(1, 3, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(2, 3, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(2, 3, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(3, 3, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(4, 3, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(5, 3, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(6, 3, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(6, 3, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(7, 3, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(8, 3, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(9, 3, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(9, 3, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(10, 3, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(11, 3, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(12, 3, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(13, 3, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(13, 3, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(14, 3, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(15, 3, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(16, 3, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(16, 3, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(17, 3, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(18, 3, 2023, 'SOB')",Ryanair,FR 5978,3:10
Suceava,"(19, 3, 2023, 'NED')",Wizz Air,W6 3608,-21:15
Suceava,"(20, 3, 2023, 'PON')",Ryanair,FR 5978,3:10
Suceava,"(20, 3, 2023, 'PON')",Wizz Air,W6 3608,-21:15
Suceava,"(21, 3, 2023, 'TOR')",Ryanair,FR 5978,3:10
Suceava,"(22, 3, 2023, 'SRE')",Ryanair,FR 5978,3:10
Suceava,"(23, 3, 2023, 'CET')",Ryanair,FR 5978,3:10
Suceava,"(23, 3, 2023, 'CET')",Wizz Air,W6 3608,-21:15
Suceava,"(24, 3, 2023, 'PET')",Wizz Air,W6 3608,-21:15
Suceava,"(25, 3, 2023, 'SOB')",Ryanair,FR 5978,3:10
Tallinn,"(2, 11, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(4, 11, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(5, 11, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(9, 11, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(11, 11, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(12, 11, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(16, 11, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(18, 11, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(19, 11, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(23, 11, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(25, 11, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(26, 11, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(30, 11, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(2, 12, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(3, 12, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(7, 12, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(9, 12, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(10, 12, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(14, 12, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(16, 12, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(17, 12, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(21, 12, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(23, 12, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(24, 12, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(28, 12, 2022, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(30, 12, 2022, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(31, 12, 2022, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(4, 1, 2023, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(6, 1, 2023, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(7, 1, 2023, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(11, 1, 2023, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(13, 1, 2023, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(14, 1, 2023, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(18, 1, 2023, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(20, 1, 2023, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(21, 1, 2023, 'SOB')",Ryanair,FR 4764,4:0
Tallinn,"(25, 1, 2023, 'SRE')",Ryanair,FR 4764,4:0
Tallinn,"(27, 1, 2023, 'PET')",Ryanair,FR 4764,4:0
Tallinn,"(28, 1, 2023, 'SOB')",Ryanair,FR 4764,4:0
Tangier,"(1, 11, 2022, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(5, 11, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(8, 11, 2022, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(12, 11, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(15, 11, 2022, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(19, 11, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(22, 11, 2022, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(26, 11, 2022, 'SOB')",Ryanair,FR 3450,2:50
Tangier,"(29, 11, 2022, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(3, 12, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(6, 12, 2022, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(10, 12, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(13, 12, 2022, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(17, 12, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(20, 12, 2022, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(27, 12, 2022, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(31, 12, 2022, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(3, 1, 2023, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(7, 1, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(10, 1, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(14, 1, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(17, 1, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(21, 1, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(24, 1, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(28, 1, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(31, 1, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(4, 2, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(7, 2, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(11, 2, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(14, 2, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(18, 2, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(21, 2, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(25, 2, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(28, 2, 2023, 'TOR')",Ryanair,FR 3450,2:50
Tangier,"(4, 3, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(7, 3, 2023, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(11, 3, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(14, 3, 2023, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(18, 3, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(21, 3, 2023, 'TOR')",Ryanair,FR 3450,1:50
Tangier,"(25, 3, 2023, 'SOB')",Ryanair,FR 3450,1:50
Tangier,"(27, 3, 2023, 'PON')",Ryanair,FR 3450,1:50
Tangier,"(30, 3, 2023, 'CET')",Ryanair,FR 3450,1:50
Tel Aviv,"(1, 11, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(2, 11, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(3, 11, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(4, 11, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(5, 11, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(6, 11, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(7, 11, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(8, 11, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(9, 11, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(10, 11, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(11, 11, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(12, 11, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(13, 11, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(14, 11, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(15, 11, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(16, 11, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(17, 11, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(18, 11, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(19, 11, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(20, 11, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(21, 11, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(22, 11, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(23, 11, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(24, 11, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(25, 11, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(26, 11, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(27, 11, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(28, 11, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(29, 11, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(30, 11, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(1, 12, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(2, 12, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(3, 12, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(4, 12, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(5, 12, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(6, 12, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(7, 12, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(8, 12, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(9, 12, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(10, 12, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(11, 12, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(12, 12, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(13, 12, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(14, 12, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(15, 12, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(16, 12, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(17, 12, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(18, 12, 2022, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(19, 12, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(20, 12, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(21, 12, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(22, 12, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(23, 12, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(24, 12, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(26, 12, 2022, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(27, 12, 2022, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(28, 12, 2022, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(29, 12, 2022, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(30, 12, 2022, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(31, 12, 2022, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(2, 1, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(3, 1, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(4, 1, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(5, 1, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(6, 1, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(7, 1, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(8, 1, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(9, 1, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(10, 1, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(11, 1, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(12, 1, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(13, 1, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(14, 1, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(15, 1, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(16, 1, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(17, 1, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(18, 1, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(19, 1, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(20, 1, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(21, 1, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(22, 1, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(23, 1, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(24, 1, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(25, 1, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(26, 1, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(27, 1, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(28, 1, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(29, 1, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(30, 1, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(31, 1, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(1, 2, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(2, 2, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(3, 2, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(4, 2, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(5, 2, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(6, 2, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(7, 2, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(8, 2, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(9, 2, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(10, 2, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(11, 2, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(12, 2, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(13, 2, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(14, 2, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(15, 2, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(16, 2, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(17, 2, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(18, 2, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(19, 2, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(20, 2, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(21, 2, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(22, 2, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(23, 2, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(24, 2, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(25, 2, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(26, 2, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(27, 2, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(28, 2, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(1, 3, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(2, 3, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(3, 3, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(4, 3, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(5, 3, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(6, 3, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(7, 3, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(8, 3, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(9, 3, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(10, 3, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(11, 3, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(12, 3, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(13, 3, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(14, 3, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(15, 3, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(16, 3, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(17, 3, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(18, 3, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(19, 3, 2023, 'NED')",Ryanair,FR 3414,4:35
Tel Aviv,"(20, 3, 2023, 'PON')",Ryanair,FR 3414,4:45
Tel Aviv,"(21, 3, 2023, 'TOR')",Ryanair,FR 3414,4:45
Tel Aviv,"(22, 3, 2023, 'SRE')",Ryanair,FR 3414,4:45
Tel Aviv,"(23, 3, 2023, 'CET')",Ryanair,FR 3414,4:45
Tel Aviv,"(24, 3, 2023, 'PET')",Ryanair,FR 3414,4:45
Tel Aviv,"(25, 3, 2023, 'SOB')",Ryanair,FR 3414,4:45
Tel Aviv,"(27, 3, 2023, 'PON')",Ryanair,FR 2005,4:40
Tel Aviv,"(28, 3, 2023, 'TOR')",Ryanair,FR 2005,4:40
Tel Aviv,"(29, 3, 2023, 'SRE')",Ryanair,FR 2005,4:40
Tel Aviv,"(31, 3, 2023, 'PET')",Ryanair,FR 2005,4:40
Tenerife,"(1, 11, 2022, 'TOR')",Ryanair,FR 2833,3:25
Tenerife,"(2, 11, 2022, 'SRE')",Ryanair,FR 2833,3:25
Tenerife,"(3, 11, 2022, 'CET')",Ryanair,FR 2833,3:25
Tenerife,"(4, 11, 2022, 'PET')",Ryanair,FR 2833,3:25
Tenerife,"(5, 11, 2022, 'SOB')",Ryanair,FR 2833,3:25
Tenerife,"(6, 11, 2022, 'NED')",Ryanair,FR 2833,3:25
Tenerife,"(8, 11, 2022, 'TOR')",Ryanair,FR 2833,3:25
Tenerife,"(9, 11, 2022, 'SRE')",Ryanair,FR 2833,3:25
Tenerife,"(10, 11, 2022, 'CET')",Ryanair,FR 2833,3:25
Tenerife,"(11, 11, 2022, 'PET')",Ryanair,FR 2833,3:25
Tenerife,"(12, 11, 2022, 'SOB')",Ryanair,FR 2833,3:25
Tenerife,"(13, 11, 2022, 'NED')",Ryanair,FR 2833,3:25
Tenerife,"(15, 11, 2022, 'TOR')",Ryanair,FR 2833,3:25
Tenerife,"(16, 11, 2022, 'SRE')",Ryanair,FR 2833,3:25
Tenerife,"(17, 11, 2022, 'CET')",Ryanair,FR 2833,3:25
Tenerife,"(18, 11, 2022, 'PET')",Ryanair,FR 2833,3:25
Tenerife,"(19, 11, 2022, 'SOB')",Ryanair,FR 2833,3:25
Tenerife,"(20, 11, 2022, 'NED')",Ryanair,FR 2833,3:25
Tenerife,"(22, 11, 2022, 'TOR')",Ryanair,FR 2833,3:25
Tenerife,"(23, 11, 2022, 'SRE')",Ryanair,FR 2833,3:25
Tenerife,"(24, 11, 2022, 'CET')",Ryanair,FR 2833,3:25
Tenerife,"(25, 11, 2022, 'PET')",Ryanair,FR 2833,3:25
Tenerife,"(26, 11, 2022, 'SOB')",Ryanair,FR 2833,3:25
Tenerife,"(27, 11, 2022, 'NED')",Ryanair,FR 2833,3:25
Tenerife,"(29, 11, 2022, 'TOR')",Ryanair,FR 2833,3:25
Tenerife,"(30, 11, 2022, 'SRE')",Ryanair,FR 2833,3:25
Tenerife,"(1, 12, 2022, 'CET')",Ryanair,FR 2833,3:25
Tenerife,"(2, 12, 2022, 'PET')",Ryanair,FR 2833,3:25
Tenerife,"(3, 12, 2022, 'SOB')",Ryanair,FR 2833,3:25
Tenerife,"(4, 12, 2022, 'NED')",Ryanair,FR 2833,3:25
