id,destinacija,datum,dan,cas 
v5408,London Heathrow,23/11/2022,SRE,1:10
v5409,London Heathrow,30/11/2022,SRE,1:10
v5410,London Heathrow,7/12/2022,SRE,1:10
v5411,London Heathrow,14/12/2022,SRE,1:10
v5412,London Heathrow,21/12/2022,SRE,1:10
v5413,London Heathrow,28/12/2022,SRE,1:10
v5414,London Heathrow,4/1/2023,SRE,1:10
v5415,London Heathrow,11/1/2023,SRE,1:10
v5416,London Heathrow,18/1/2023,SRE,1:10
v5417,London Heathrow,25/1/2023,SRE,1:10
v5418,London Heathrow,1/2/2023,SRE,1:10
v5419,London Heathrow,8/2/2023,SRE,1:10
v5420,London Heathrow,15/2/2023,SRE,1:10
v5421,London Heathrow,22/2/2023,SRE,1:10
v5422,London Heathrow,1/3/2023,SRE,1:10
v5423,London Heathrow,8/3/2023,SRE,1:10
v5424,London Heathrow,15/3/2023,SRE,1:10
v5425,London Heathrow,22/3/2023,SRE,1:10
v5426,London Heathrow,3/11/2022,CET,1:20
v5427,London Heathrow,10/11/2022,CET,1:20
v5428,London Heathrow,17/11/2022,CET,1:20
v5429,London Heathrow,24/11/2022,CET,1:20
v5430,London Heathrow,1/12/2022,CET,1:20
v5431,London Heathrow,8/12/2022,CET,1:20
v5432,London Heathrow,15/12/2022,CET,1:20
v5433,London Heathrow,22/12/2022,CET,1:20
v5434,London Heathrow,29/12/2022,CET,1:20
v5435,London Heathrow,5/1/2023,CET,1:20
v5436,London Heathrow,12/1/2023,CET,1:20
v5437,London Heathrow,19/1/2023,CET,1:20
v5438,London Heathrow,26/1/2023,CET,1:20
v5439,London Heathrow,2/2/2023,CET,1:20
v5440,London Heathrow,9/2/2023,CET,1:20
v5441,London Heathrow,16/2/2023,CET,1:20
v5442,London Heathrow,23/2/2023,CET,1:20
v5443,London Heathrow,2/3/2023,CET,1:20
v5444,London Heathrow,9/3/2023,CET,1:20
v5445,London Heathrow,16/3/2023,CET,1:20
v5446,London Heathrow,23/3/2023,CET,1:20
v5447,London Heathrow,1/11/2022,TOR,1:20
v5448,London Heathrow,8/11/2022,TOR,1:20
v5449,London Heathrow,15/11/2022,TOR,1:20
v5450,London Heathrow,22/11/2022,TOR,1:20
v5451,London Heathrow,29/11/2022,TOR,1:20
v5452,London Heathrow,6/12/2022,TOR,1:20
v5453,London Heathrow,13/12/2022,TOR,1:20
v5454,London Heathrow,20/12/2022,TOR,1:20
v5455,London Heathrow,27/12/2022,TOR,1:20
v5456,London Heathrow,3/1/2023,TOR,1:20
v5457,London Heathrow,10/1/2023,TOR,1:20
v5458,London Heathrow,17/1/2023,TOR,1:20
v5459,London Heathrow,24/1/2023,TOR,1:20
v5460,London Heathrow,31/1/2023,TOR,1:20
v5461,London Heathrow,7/2/2023,TOR,1:20
v5462,London Heathrow,14/2/2023,TOR,1:20
v5463,London Heathrow,21/2/2023,TOR,1:20
v5464,London Heathrow,28/2/2023,TOR,1:20
v5465,London Heathrow,7/3/2023,TOR,1:20
v5466,London Heathrow,14/3/2023,TOR,1:20
v5467,London Heathrow,21/3/2023,TOR,1:20
v5468,London Heathrow,5/11/2022,SOB,1:20
v5469,London Heathrow,12/11/2022,SOB,1:20
v5470,London Heathrow,19/11/2022,SOB,1:20
v5471,London Heathrow,26/11/2022,SOB,1:20
v5472,London Heathrow,3/12/2022,SOB,1:20
v5473,London Heathrow,10/12/2022,SOB,1:20
v5474,London Heathrow,17/12/2022,SOB,1:20
v5475,London Heathrow,24/12/2022,SOB,1:20
v5476,London Heathrow,31/12/2022,SOB,1:20
v5477,London Heathrow,7/1/2023,SOB,1:20
v5478,London Heathrow,14/1/2023,SOB,1:20
v5479,London Heathrow,21/1/2023,SOB,1:20
v5480,London Heathrow,28/1/2023,SOB,1:20
v5481,London Heathrow,4/2/2023,SOB,1:20
v5482,London Heathrow,11/2/2023,SOB,1:20
v5483,London Heathrow,18/2/2023,SOB,1:20
v5484,London Heathrow,25/2/2023,SOB,1:20
v5485,London Heathrow,4/3/2023,SOB,1:20
v5486,London Heathrow,11/3/2023,SOB,1:20
v5487,London Heathrow,18/3/2023,SOB,1:20
v5488,London Heathrow,25/3/2023,SOB,1:20
v5489,London Heathrow,6/11/2022,NED,1:10
v5490,London Heathrow,13/11/2022,NED,1:10
v5491,London Heathrow,20/11/2022,NED,1:10
v5492,London Heathrow,27/11/2022,NED,1:10
v5493,London Heathrow,4/12/2022,NED,1:10
v5494,London Heathrow,11/12/2022,NED,1:10
v5495,London Heathrow,18/12/2022,NED,1:10
v5496,London Heathrow,7/11/2022,PON,1:20
v5497,London Heathrow,14/11/2022,PON,1:20
v5498,London Heathrow,21/11/2022,PON,1:20
v5499,London Heathrow,28/11/2022,PON,1:20
v5500,London Heathrow,5/12/2022,PON,1:20
v5501,London Heathrow,12/12/2022,PON,1:20
v5502,London Heathrow,19/12/2022,PON,1:20
v5503,London Heathrow,26/12/2022,PON,1:20
v5504,London Heathrow,2/1/2023,PON,1:20
v5505,London Heathrow,9/1/2023,PON,1:20
v5506,London Heathrow,16/1/2023,PON,1:20
v5507,London Heathrow,23/1/2023,PON,1:20
v5508,London Heathrow,30/1/2023,PON,1:20
v5509,London Heathrow,6/2/2023,PON,1:20
v5510,London Heathrow,13/2/2023,PON,1:20
v5511,London Heathrow,20/2/2023,PON,1:20
v5512,London Heathrow,27/2/2023,PON,1:20
v5513,London Heathrow,6/3/2023,PON,1:20
v5514,London Heathrow,13/3/2023,PON,1:20
v5515,London Heathrow,20/3/2023,PON,1:20
v5516,London Heathrow,2/11/2022,SRE,1:20
v5517,London Heathrow,9/11/2022,SRE,1:20
v5518,London Heathrow,16/11/2022,SRE,1:20
v5519,London Heathrow,23/11/2022,SRE,1:20
v5520,London Heathrow,30/11/2022,SRE,1:20
v5521,London Heathrow,7/12/2022,SRE,1:20
v5522,London Heathrow,14/12/2022,SRE,1:20
v5523,London Heathrow,21/12/2022,SRE,1:20
v5524,London Heathrow,28/12/2022,SRE,1:20
v5525,London Heathrow,4/1/2023,SRE,1:20
v5526,London Heathrow,11/1/2023,SRE,1:20
v5527,London Heathrow,18/1/2023,SRE,1:20
v5528,London Heathrow,25/1/2023,SRE,1:20
v5529,London Heathrow,1/2/2023,SRE,1:20
v5530,London Heathrow,8/2/2023,SRE,1:20
v5531,London Heathrow,15/2/2023,SRE,1:20
v5532,London Heathrow,22/2/2023,SRE,1:20
v5533,London Heathrow,1/3/2023,SRE,1:20
v5534,London Heathrow,8/3/2023,SRE,1:20
v5535,London Heathrow,15/3/2023,SRE,1:20
v5536,London Heathrow,22/3/2023,SRE,1:20
v5537,London Heathrow,4/11/2022,PET,1:20
v5538,London Heathrow,11/11/2022,PET,1:20
v5539,London Heathrow,18/11/2022,PET,1:20
v5540,London Heathrow,25/11/2022,PET,1:20
v5541,London Heathrow,2/12/2022,PET,1:20
v5542,London Heathrow,9/12/2022,PET,1:20
v5543,London Heathrow,16/12/2022,PET,1:20
v5544,London Heathrow,23/12/2022,PET,1:20
v5545,London Heathrow,30/12/2022,PET,1:20
v5546,London Heathrow,6/1/2023,PET,1:20
v5547,London Heathrow,13/1/2023,PET,1:20
v5548,London Heathrow,20/1/2023,PET,1:20
v5549,London Heathrow,27/1/2023,PET,1:20
v5550,London Heathrow,3/2/2023,PET,1:20
v5551,London Heathrow,10/2/2023,PET,1:20
v5552,London Heathrow,17/2/2023,PET,1:20
v5553,London Heathrow,24/2/2023,PET,1:20
v5554,London Heathrow,3/3/2023,PET,1:20
v5555,London Heathrow,10/3/2023,PET,1:20
v5556,London Heathrow,17/3/2023,PET,1:20
v5557,London Heathrow,24/3/2023,PET,1:20
v5558,London Heathrow,7/11/2022,PON,1:10
v5559,London Heathrow,14/11/2022,PON,1:10
v5560,London Heathrow,21/11/2022,PON,1:10
v5561,London Heathrow,28/11/2022,PON,1:10
v5562,London Heathrow,5/12/2022,PON,1:10
v5563,London Heathrow,12/12/2022,PON,1:10
v5564,London Heathrow,19/12/2022,PON,1:10
v5565,London Heathrow,26/12/2022,PON,1:10
v5566,London Heathrow,2/1/2023,PON,1:10
v5567,London Heathrow,9/1/2023,PON,1:10
v5568,London Heathrow,16/1/2023,PON,1:10
v5569,London Heathrow,23/1/2023,PON,1:10
v5570,London Heathrow,30/1/2023,PON,1:10
v5571,London Heathrow,6/2/2023,PON,1:10
v5572,London Heathrow,13/2/2023,PON,1:10
v5573,London Heathrow,20/2/2023,PON,1:10
v5574,London Heathrow,27/2/2023,PON,1:10
v5575,London Heathrow,6/3/2023,PON,1:10
v5576,London Heathrow,13/3/2023,PON,1:10
v5577,London Heathrow,20/3/2023,PON,1:10
v5578,London Heathrow,1/11/2022,TOR,1:20
v5579,London Heathrow,8/11/2022,TOR,1:20
v5580,London Heathrow,15/11/2022,TOR,1:20
v5581,London Heathrow,22/11/2022,TOR,1:20
v5582,London Heathrow,29/11/2022,TOR,1:20
v5583,London Heathrow,6/12/2022,TOR,1:20
v5584,London Heathrow,13/12/2022,TOR,1:20
v5585,London Heathrow,20/12/2022,TOR,1:20
v5586,London Heathrow,27/12/2022,TOR,1:20
v5587,London Heathrow,3/1/2023,TOR,1:20
v5588,London Heathrow,10/1/2023,TOR,1:20
v5589,London Heathrow,17/1/2023,TOR,1:20
v5590,London Heathrow,24/1/2023,TOR,1:20
v5591,London Heathrow,31/1/2023,TOR,1:20
v5592,London Heathrow,7/2/2023,TOR,1:20
v5593,London Heathrow,14/2/2023,TOR,1:20
v5594,London Heathrow,21/2/2023,TOR,1:20
v5595,London Heathrow,28/2/2023,TOR,1:20
v5596,London Heathrow,7/3/2023,TOR,1:20
v5597,London Heathrow,14/3/2023,TOR,1:20
v5598,London Heathrow,21/3/2023,TOR,1:20
v5599,London Heathrow,2/11/2022,SRE,1:20
v5600,London Heathrow,9/11/2022,SRE,1:20
v5601,London Heathrow,16/11/2022,SRE,1:20
v5602,London Heathrow,23/11/2022,SRE,1:20
v5603,London Heathrow,30/11/2022,SRE,1:20
v5604,London Heathrow,7/12/2022,SRE,1:20
v5605,London Heathrow,14/12/2022,SRE,1:20
v5606,London Heathrow,21/12/2022,SRE,1:20
v5607,London Heathrow,28/12/2022,SRE,1:20
v5608,London Heathrow,4/1/2023,SRE,1:20
v5609,London Heathrow,11/1/2023,SRE,1:20
v5610,London Heathrow,18/1/2023,SRE,1:20
v5611,London Heathrow,25/1/2023,SRE,1:20
v5612,London Heathrow,1/2/2023,SRE,1:20
v5613,London Heathrow,8/2/2023,SRE,1:20
v5614,London Heathrow,15/2/2023,SRE,1:20
v5615,London Heathrow,22/2/2023,SRE,1:20
v5616,London Heathrow,1/3/2023,SRE,1:20
v5617,London Heathrow,8/3/2023,SRE,1:20
v5618,London Heathrow,15/3/2023,SRE,1:20
v5619,London Heathrow,22/3/2023,SRE,1:20
v5620,London Heathrow,4/11/2022,PET,1:20
v5621,London Heathrow,11/11/2022,PET,1:20
v5622,London Heathrow,18/11/2022,PET,1:20
v5623,London Heathrow,25/11/2022,PET,1:20
v5624,London Heathrow,2/12/2022,PET,1:20
v5625,London Heathrow,9/12/2022,PET,1:20
v5626,London Heathrow,5/11/2022,SOB,1:20
v5627,London Heathrow,12/11/2022,SOB,1:20
v5628,London Heathrow,19/11/2022,SOB,1:20
v5629,London Heathrow,26/11/2022,SOB,1:20
v5630,London Heathrow,3/12/2022,SOB,1:20
v5631,London Heathrow,10/12/2022,SOB,1:20
v5632,London Heathrow,17/12/2022,SOB,1:20
v5633,London Heathrow,24/12/2022,SOB,1:20
v5634,London Heathrow,31/12/2022,SOB,1:20
v5635,London Heathrow,7/1/2023,SOB,1:20
v5636,London Heathrow,14/1/2023,SOB,1:20
v5637,London Heathrow,21/1/2023,SOB,1:20
v5638,London Heathrow,28/1/2023,SOB,1:20
v5639,London Heathrow,4/2/2023,SOB,1:20
v5640,London Heathrow,11/2/2023,SOB,1:20
v5641,London Heathrow,18/2/2023,SOB,1:20
v5642,London Heathrow,25/2/2023,SOB,1:20
v5643,London Heathrow,4/3/2023,SOB,1:20
v5644,London Heathrow,11/3/2023,SOB,1:20
v5645,London Heathrow,18/3/2023,SOB,1:20
v5646,London Heathrow,25/3/2023,SOB,1:20
v5647,London Heathrow,6/11/2022,NED,1:20
v5648,London Heathrow,13/11/2022,NED,1:20
v5649,London Heathrow,20/11/2022,NED,1:20
v5650,London Heathrow,27/11/2022,NED,1:20
v5651,London Heathrow,4/12/2022,NED,1:20
v5652,London Heathrow,11/12/2022,NED,1:20
v5653,London Heathrow,18/12/2022,NED,1:20
v5654,London Heathrow,25/12/2022,NED,1:20
v5655,London Heathrow,1/1/2023,NED,1:20
v5656,London Heathrow,8/1/2023,NED,1:20
v5657,London Heathrow,15/1/2023,NED,1:20
v5658,London Heathrow,22/1/2023,NED,1:20
v5659,London Heathrow,29/1/2023,NED,1:20
v5660,London Heathrow,5/2/2023,NED,1:20
v5661,London Heathrow,12/2/2023,NED,1:20
v5662,London Heathrow,19/2/2023,NED,1:20
v5663,London Heathrow,26/2/2023,NED,1:20
v5664,London Heathrow,5/3/2023,NED,1:20
v5665,London Heathrow,12/3/2023,NED,1:20
v5666,London Heathrow,19/3/2023,NED,1:20
v5667,London Heathrow,6/11/2022,NED,1:20
v5668,London Heathrow,13/11/2022,NED,1:20
v5669,London Heathrow,20/11/2022,NED,1:20
v5670,London Heathrow,27/11/2022,NED,1:20
v5671,London Heathrow,4/12/2022,NED,1:20
v5672,London Heathrow,11/12/2022,NED,1:20
v5673,London Heathrow,18/12/2022,NED,1:20
v5674,London Heathrow,24/11/2022,CET,1:10
v5675,London Heathrow,1/12/2022,CET,1:10
v5676,London Heathrow,8/12/2022,CET,1:10
v5677,London Heathrow,15/12/2022,CET,1:10
v5678,London Heathrow,22/12/2022,CET,1:10
v5679,London Heathrow,29/12/2022,CET,1:10
v5680,London Heathrow,5/1/2023,CET,1:10
v5681,London Heathrow,12/1/2023,CET,1:10
v5682,London Heathrow,19/1/2023,CET,1:10
v5683,London Heathrow,26/1/2023,CET,1:10
v5684,London Heathrow,2/2/2023,CET,1:10
v5685,London Heathrow,9/2/2023,CET,1:10
v5686,London Heathrow,16/2/2023,CET,1:10
v5687,London Heathrow,23/2/2023,CET,1:10
v5688,London Heathrow,2/3/2023,CET,1:10
v5689,London Heathrow,9/3/2023,CET,1:10
v5690,London Heathrow,16/3/2023,CET,1:10
v5691,London Heathrow,23/3/2023,CET,1:10
v5692,London Heathrow,1/1/2023,NED,1:10
v5693,London Heathrow,1/1/2023,NED,1:20
v5694,London Heathrow,8/1/2023,NED,1:20
v5695,London Heathrow,15/1/2023,NED,1:20
v5696,London Heathrow,22/1/2023,NED,1:20
v5697,London Heathrow,29/1/2023,NED,1:20
v5698,London Heathrow,5/2/2023,NED,1:20
v5699,London Heathrow,12/2/2023,NED,1:20
v5700,London Heathrow,19/2/2023,NED,1:20
v5701,London Heathrow,26/2/2023,NED,1:20
v5702,London Heathrow,5/3/2023,NED,1:20
v5703,London Heathrow,12/3/2023,NED,1:20
v5704,London Heathrow,19/3/2023,NED,1:20
v5705,London Heathrow,2/1/2023,PON,1:20
v5706,London Heathrow,9/1/2023,PON,1:20
v5707,London Heathrow,16/1/2023,PON,1:20
v5708,London Heathrow,23/1/2023,PON,1:20
v5709,London Heathrow,30/1/2023,PON,1:20
v5710,London Heathrow,6/2/2023,PON,1:20
v5711,London Heathrow,13/2/2023,PON,1:20
v5712,London Heathrow,20/2/2023,PON,1:20
v5713,London Heathrow,27/2/2023,PON,1:20
v5714,London Heathrow,6/3/2023,PON,1:20
v5715,London Heathrow,13/3/2023,PON,1:20
v5716,London Heathrow,20/3/2023,PON,1:20
v5717,London Heathrow,6/1/2023,PET,1:20
v5718,London Heathrow,13/1/2023,PET,1:20
v5719,London Heathrow,20/1/2023,PET,1:20
v5720,London Heathrow,27/1/2023,PET,1:20
v5721,London Heathrow,3/2/2023,PET,1:20
v5722,London Heathrow,10/2/2023,PET,1:20
v5723,London Heathrow,17/2/2023,PET,1:20
v5724,London Heathrow,24/2/2023,PET,1:20
v5725,London Heathrow,3/3/2023,PET,1:20
v5726,London Heathrow,10/3/2023,PET,1:20
v5727,London Heathrow,17/3/2023,PET,1:20
v5728,London Heathrow,24/3/2023,PET,1:20
v5729,London Heathrow,22/1/2023,NED,1:10
v5730,London Heathrow,29/1/2023,NED,1:10
v5731,London Heathrow,5/2/2023,NED,1:10
v5732,London Heathrow,12/2/2023,NED,1:10
v5733,London Heathrow,19/2/2023,NED,1:10
v5734,London Heathrow,26/2/2023,NED,1:10
v5735,London Heathrow,5/3/2023,NED,1:10
v5736,London Heathrow,12/3/2023,NED,1:10
v5737,London Heathrow,19/3/2023,NED,1:10
v5738,London Stansted,5/11/2022,SOB,0:55
v5739,London Stansted,12/11/2022,SOB,0:55
v5740,London Stansted,19/11/2022,SOB,0:55
v5741,London Stansted,26/11/2022,SOB,0:55
v5742,London Stansted,3/12/2022,SOB,0:55
v5743,London Stansted,10/12/2022,SOB,0:55
v5744,London Stansted,17/12/2022,SOB,0:55
v5745,London Stansted,24/12/2022,SOB,0:55
v5746,London Stansted,31/12/2022,SOB,0:55
v5747,London Stansted,7/1/2023,SOB,0:55
v5748,London Stansted,14/1/2023,SOB,0:55
v5749,London Stansted,21/1/2023,SOB,0:55
v5750,London Stansted,28/1/2023,SOB,0:55
v5751,London Stansted,4/2/2023,SOB,0:55
v5752,London Stansted,11/2/2023,SOB,0:55
v5753,London Stansted,18/2/2023,SOB,0:55
v5754,London Stansted,25/2/2023,SOB,0:55
v5755,London Stansted,4/3/2023,SOB,0:55
v5756,London Stansted,11/3/2023,SOB,0:55
v5757,London Stansted,18/3/2023,SOB,0:55
v5758,London Stansted,25/3/2023,SOB,0:55
v5759,London Stansted,3/11/2022,CET,0:55
v5760,London Stansted,10/11/2022,CET,0:55
v5761,London Stansted,17/11/2022,CET,0:55
v5762,London Stansted,24/11/2022,CET,0:55
v5763,London Stansted,1/12/2022,CET,0:55
v5764,London Stansted,8/12/2022,CET,0:55
v5765,London Stansted,15/12/2022,CET,0:55
v5766,London Stansted,22/12/2022,CET,0:55
v5767,London Stansted,29/12/2022,CET,0:55
v5768,London Stansted,5/1/2023,CET,0:55
v5769,London Stansted,12/1/2023,CET,0:55
v5770,London Stansted,19/1/2023,CET,0:55
v5771,London Stansted,26/1/2023,CET,0:55
v5772,London Stansted,2/2/2023,CET,0:55
v5773,London Stansted,9/2/2023,CET,0:55
v5774,London Stansted,16/2/2023,CET,0:55
v5775,London Stansted,23/2/2023,CET,0:55
v5776,London Stansted,2/3/2023,CET,0:55
v5777,London Stansted,9/3/2023,CET,0:55
v5778,London Stansted,16/3/2023,CET,0:55
v5779,London Stansted,23/3/2023,CET,0:55
v5780,London Stansted,4/11/2022,PET,0:55
v5781,London Stansted,11/11/2022,PET,0:55
v5782,London Stansted,18/11/2022,PET,0:55
v5783,London Stansted,25/11/2022,PET,0:55
v5784,London Stansted,2/12/2022,PET,0:55
v5785,London Stansted,9/12/2022,PET,0:55
v5786,London Stansted,16/12/2022,PET,0:55
v5787,London Stansted,23/12/2022,PET,0:55
v5788,London Stansted,30/12/2022,PET,0:55
v5789,London Stansted,6/1/2023,PET,0:55
v5790,London Stansted,13/1/2023,PET,0:55
v5791,London Stansted,20/1/2023,PET,0:55
v5792,London Stansted,27/1/2023,PET,0:55
v5793,London Stansted,3/2/2023,PET,0:55
v5794,London Stansted,10/2/2023,PET,0:55
v5795,London Stansted,17/2/2023,PET,0:55
v5796,London Stansted,24/2/2023,PET,0:55
v5797,London Stansted,3/3/2023,PET,0:55
v5798,London Stansted,10/3/2023,PET,0:55
v5799,London Stansted,17/3/2023,PET,0:55
v5800,London Stansted,24/3/2023,PET,0:55
v5801,London Stansted,6/11/2022,NED,0:55
v5802,London Stansted,13/11/2022,NED,0:55
v5803,London Stansted,20/11/2022,NED,0:55
v5804,London Stansted,27/11/2022,NED,0:55
v5805,London Stansted,4/12/2022,NED,0:55
v5806,London Stansted,11/12/2022,NED,0:55
v5807,London Stansted,18/12/2022,NED,0:55
v5808,London Stansted,1/11/2022,TOR,0:55
v5809,London Stansted,8/11/2022,TOR,0:55
v5810,London Stansted,15/11/2022,TOR,0:55
v5811,London Stansted,22/11/2022,TOR,0:55
v5812,London Stansted,29/11/2022,TOR,0:55
v5813,London Stansted,6/12/2022,TOR,0:55
v5814,London Stansted,13/12/2022,TOR,0:55
v5815,London Stansted,20/12/2022,TOR,0:55
v5816,London Stansted,27/12/2022,TOR,0:55
v5817,London Stansted,3/1/2023,TOR,0:55
v5818,London Stansted,10/1/2023,TOR,0:55
v5819,London Stansted,17/1/2023,TOR,0:55
v5820,London Stansted,24/1/2023,TOR,0:55
v5821,London Stansted,31/1/2023,TOR,0:55
v5822,London Stansted,7/2/2023,TOR,0:55
v5823,London Stansted,14/2/2023,TOR,0:55
v5824,London Stansted,21/2/2023,TOR,0:55
v5825,London Stansted,28/2/2023,TOR,0:55
v5826,London Stansted,7/3/2023,TOR,0:55
v5827,London Stansted,14/3/2023,TOR,0:55
v5828,London Stansted,21/3/2023,TOR,0:55
v5829,London Stansted,7/11/2022,PON,0:55
v5830,London Stansted,14/11/2022,PON,0:55
v5831,London Stansted,21/11/2022,PON,0:55
v5832,London Stansted,28/11/2022,PON,0:55
v5833,London Stansted,5/12/2022,PON,0:55
v5834,London Stansted,12/12/2022,PON,0:55
v5835,London Stansted,19/12/2022,PON,0:55
v5836,London Stansted,7/11/2022,PON,0:55
v5837,London Stansted,14/11/2022,PON,0:55
v5838,London Stansted,21/11/2022,PON,0:55
v5839,London Stansted,28/11/2022,PON,0:55
v5840,London Stansted,5/12/2022,PON,0:55
v5841,London Stansted,12/12/2022,PON,0:55
v5842,London Stansted,19/12/2022,PON,0:55
v5843,London Stansted,26/12/2022,PON,0:55
v5844,London Stansted,2/1/2023,PON,0:55
v5845,London Stansted,9/1/2023,PON,0:55
v5846,London Stansted,16/1/2023,PON,0:55
v5847,London Stansted,23/1/2023,PON,0:55
v5848,London Stansted,30/1/2023,PON,0:55
v5849,London Stansted,6/2/2023,PON,0:55
v5850,London Stansted,13/2/2023,PON,0:55
v5851,London Stansted,20/2/2023,PON,0:55
v5852,London Stansted,27/2/2023,PON,0:55
v5853,London Stansted,6/3/2023,PON,0:55
v5854,London Stansted,13/3/2023,PON,0:55
v5855,London Stansted,20/3/2023,PON,0:55
v5856,London Stansted,6/11/2022,NED,0:55
v5857,London Stansted,13/11/2022,NED,0:55
v5858,London Stansted,20/11/2022,NED,0:55
v5859,London Stansted,27/11/2022,NED,0:55
v5860,London Stansted,4/12/2022,NED,0:55
v5861,London Stansted,11/12/2022,NED,0:55
v5862,London Stansted,18/12/2022,NED,0:55
v5863,London Stansted,4/11/2022,PET,0:55
v5864,London Stansted,11/11/2022,PET,0:55
v5865,London Stansted,18/11/2022,PET,0:55
v5866,London Stansted,25/11/2022,PET,0:55
v5867,London Stansted,2/12/2022,PET,0:55
v5868,London Stansted,9/12/2022,PET,0:55
v5869,London Stansted,16/12/2022,PET,0:55
v5870,London Stansted,23/12/2022,PET,0:55
v5871,London Stansted,30/12/2022,PET,0:55
v5872,London Stansted,6/1/2023,PET,0:55
v5873,London Stansted,13/1/2023,PET,0:55
v5874,London Stansted,20/1/2023,PET,0:55
v5875,London Stansted,27/1/2023,PET,0:55
v5876,London Stansted,3/2/2023,PET,0:55
v5877,London Stansted,10/2/2023,PET,0:55
v5878,London Stansted,17/2/2023,PET,0:55
v5879,London Stansted,24/2/2023,PET,0:55
v5880,London Stansted,3/3/2023,PET,0:55
v5881,London Stansted,10/3/2023,PET,0:55
v5882,London Stansted,17/3/2023,PET,0:55
v5883,London Stansted,24/3/2023,PET,0:55
v5884,London Stansted,3/11/2022,CET,0:55
v5885,London Stansted,10/11/2022,CET,0:55
v5886,London Stansted,17/11/2022,CET,0:55
v5887,London Stansted,24/11/2022,CET,0:55
v5888,London Stansted,1/12/2022,CET,0:55
v5889,London Stansted,8/12/2022,CET,0:55
v5890,London Stansted,15/12/2022,CET,0:55
v5891,London Stansted,22/12/2022,CET,0:55
v5892,London Stansted,29/12/2022,CET,0:55
v5893,London Stansted,5/1/2023,CET,0:55
v5894,London Stansted,12/1/2023,CET,0:55
v5895,London Stansted,19/1/2023,CET,0:55
v5896,London Stansted,26/1/2023,CET,0:55
v5897,London Stansted,2/2/2023,CET,0:55
v5898,London Stansted,9/2/2023,CET,0:55
v5899,London Stansted,16/2/2023,CET,0:55
v5900,London Stansted,23/2/2023,CET,0:55
v5901,London Stansted,2/3/2023,CET,0:55
v5902,London Stansted,9/3/2023,CET,0:55
v5903,London Stansted,16/3/2023,CET,0:55
v5904,London Stansted,23/3/2023,CET,0:55
v5905,London Stansted,5/11/2022,SOB,0:55
v5906,London Stansted,12/11/2022,SOB,0:55
v5907,London Stansted,19/11/2022,SOB,0:55
v5908,London Stansted,26/11/2022,SOB,0:55
v5909,London Stansted,3/12/2022,SOB,0:55
v5910,London Stansted,10/12/2022,SOB,0:55
v5911,London Stansted,17/12/2022,SOB,0:55
v5912,London Stansted,6/11/2022,NED,0:55
v5913,London Stansted,13/11/2022,NED,0:55
v5914,London Stansted,20/11/2022,NED,0:55
v5915,London Stansted,27/11/2022,NED,0:55
v5916,London Stansted,4/12/2022,NED,0:55
v5917,London Stansted,11/12/2022,NED,0:55
v5918,London Stansted,18/12/2022,NED,0:55
v5919,London Stansted,2/11/2022,SRE,0:55
v5920,London Stansted,9/11/2022,SRE,0:55
v5921,London Stansted,16/11/2022,SRE,0:55
v5922,London Stansted,23/11/2022,SRE,0:55
v5923,London Stansted,30/11/2022,SRE,0:55
v5924,London Stansted,7/12/2022,SRE,0:55
v5925,London Stansted,14/12/2022,SRE,0:55
v5926,London Stansted,21/12/2022,SRE,0:55
v5927,London Stansted,28/12/2022,SRE,0:55
v5928,London Stansted,4/1/2023,SRE,0:55
v5929,London Stansted,11/1/2023,SRE,0:55
v5930,London Stansted,18/1/2023,SRE,0:55
v5931,London Stansted,25/1/2023,SRE,0:55
v5932,London Stansted,1/2/2023,SRE,0:55
v5933,London Stansted,8/2/2023,SRE,0:55
v5934,London Stansted,15/2/2023,SRE,0:55
v5935,London Stansted,22/2/2023,SRE,0:55
v5936,London Stansted,1/3/2023,SRE,0:55
v5937,London Stansted,8/3/2023,SRE,0:55
v5938,London Stansted,15/3/2023,SRE,0:55
v5939,London Stansted,22/3/2023,SRE,0:55
v5940,London Stansted,7/11/2022,PON,0:55
v5941,London Stansted,14/11/2022,PON,0:55
v5942,London Stansted,21/11/2022,PON,0:55
v5943,London Stansted,28/11/2022,PON,0:55
v5944,London Stansted,5/12/2022,PON,0:55
v5945,London Stansted,12/12/2022,PON,0:55
v5946,London Stansted,19/12/2022,PON,0:55
v5947,London Stansted,26/12/2022,PON,0:55
v5948,London Stansted,2/1/2023,PON,0:55
v5949,London Stansted,9/1/2023,PON,0:55
v5950,London Stansted,16/1/2023,PON,0:55
v5951,London Stansted,23/1/2023,PON,0:55
v5952,London Stansted,30/1/2023,PON,0:55
v5953,London Stansted,6/2/2023,PON,0:55
v5954,London Stansted,13/2/2023,PON,0:55
v5955,London Stansted,20/2/2023,PON,0:55
v5956,London Stansted,27/2/2023,PON,0:55
v5957,London Stansted,6/3/2023,PON,0:55
v5958,London Stansted,13/3/2023,PON,0:55
v5959,London Stansted,20/3/2023,PON,0:55
v5960,London Stansted,1/11/2022,TOR,0:55
v5961,London Stansted,8/11/2022,TOR,0:55
v5962,London Stansted,15/11/2022,TOR,0:55
v5963,London Stansted,22/11/2022,TOR,0:55
v5964,London Stansted,29/11/2022,TOR,0:55
v5965,London Stansted,6/12/2022,TOR,0:55
v5966,London Stansted,13/12/2022,TOR,0:55
